"","bathrooms","bedrooms","building_id","created","description","display_address","latitude","listing_id","longitude","manager_id","price","street_address","interest_level"
"400",1,0,"c0d76f8955b984211fd62d2b71a878a0","2016-06-03 05:42:13","Large Renovated Studio Prewar BuildingElevator/ Super/ Laundry Room<br /><br />Sunny and Spacious unitNear 7 train , Shopping, Dining , and More<br /><br />Call Valentin559-570-0832 Hillel Realty<br /><br /><p><a  website_redacted ","44th St.",40.7423,7104962,-73.9205,"860769c49aadbc9dda267bc9a80d2eda",1675,"45-35 44th St.","medium"
"401",1,1,"ccc2b5cde5efc6df20b341e1628c8410","2016-05-28 04:12:20","The 168-unit high-rise apartment building is located in the heart of Manhattan, just off Fifth Avenue and a block from famed Herald Square. This location is ideal for residents who wish to walk to work in Midtown, and provides easy access to virtually every subway line in the city, as well as two major regional railway hubs. The apartment itself, boasts beautiful city views, spacious living and sleeping areas and ample closet space. The kitchen and bathroom are fully updated with granite counter and top-of-the-line appliances.<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ","W 33 St.",40.7488,7079710,-73.9868,"d2bce61e0e0079ebdc8c281e415e045b",3200,"35 W 33 St.","low"
"402",1,1,"0","2016-04-09 06:00:18","NO FEEStunning, furnished one bedroom apartment in the heart of the Upper East Side close to Carl Schultz Park, grocery stores, cafes, and restaurants.<br /><br />Apartment: Beautifully furnished one bedroom apartment on the 9th floor with strip wood floors, stainless steel appliances, and condo finishes throughout.  The unit features a washer/dryer, great closet space, and a private balcony.Available for short term lease from 2/15/2016-10/15-2016 (dates negotiable).<br /><br />Building: Full-time doorman building with onsite gym, sun terrace, and resident's lounge.Agents CYOF<br /><br />Call Justyna for a showing of this stunning apartment!<p><a  website_redacted ","East 91st Street",40.7801,6850187,-73.9475,"6b1ee996b1c87cd54c6cd92acbef9aac",3795,"354 East 91st Street","low"
"403",1,2,"a536f184288ca83b61daaaa543318a73","2016-04-13 04:46:37","        Brand New 2 bedroom with hardwood floors in the Harlem neighborhood. Surrounded by various eatery and your everyday locations. <br />Contact me today for this and several other apartments in the area!","West 142nd Street",40.8244,6866195,-73.951,"a79f2d77c2d7ab50ad0b8173cc9d4ad0",1800,"541 West 142nd Street","low"
"404",1,3,"0","2016-06-15 14:18:38","Stunning NO FEE or one month free large 2 bedrooms (convertible 3 bedrooms) + watter view + corner unit in the heart of Financial District! This sunny and elegant apartment with striking views, big windows and beautiful hardwood flooring features a king sized bed and abundant closet space. Moreover the unit provides gourmet appliances, dishwasher, microwave and great views. Bathrooms are also beautifully designed. Perfect to live the New York life! BE READY FOR BREAKFAST EVERY SUNDAY! The building stands directly opposite world-famous New York Harbor and historic Battery Park. Featuring a sensational waterfront Esplanade, it is the perfect setting for a leisurely stroll or picnicking on the lush, green grass. Quite simply, Ocean is New York living on a more refined level. A level as rich in amenities and comforts as in location and convenience.","West Street",40.7074,7165362,-74.0139,"3734dac511776b0990e90a94d71c8251",5690,"West Street","low"
"405",1,1,"f786489ded3240a2ca5806763050dc16","2016-04-03 02:49:57","STUNNING CORNER ONE BED!One of the newest luxury rentals....  Featuring M Club, a 44,000 square foot amenity space, MiMA is apartment living like never before ? with luxuries like your own private fitness club by Equinox. A heated indoor lap pool. A full-size indoor basketball and volleyball court. Dog City pet spa. Spectacular terraces for residents and their guests. Outdoor and indoor screening rooms. An Internet cafe. LEED Gold certification. All this before you even step outside ? into the hippest, hottest, most happening neighborhood in Manhattan!BUILDING AMENITIESBike RoomCold StorageConciergeDoormanElevatorGymLaundry in BuildingGreen BuildingMedia RoomPackage RoomPets AllowedSwimming PoolCommunity Recreation FacilitiesSmoke-freeStorage AvailableOUTDOOR SPACEDeckGarden<br /><br />For a private viewing, call Lucy 200-464-9358<br /><br /><br /><br /><p><a  website_redacted ","W 42nd St.",40.7592,6818518,-73.9948,"2a46aafb5509a067ee3d428cfa1180c1",4280,"450 W 42nd St.","low"
"406",1,0,"55b82189e67e3c189d22404a323253ef","2016-05-13 04:43:22","Building has secured entrance, part time doorman, livein super, bike rack, storage, package room, and laundry facility inthe building. <br><br>Great location in midtown westbetween 8 & 9 Ave. Near Subway and easy access to buses. Lotsof restaurant choices, grocery stores, dry cleaners, banks andaccess to all that Midtown offers including Columbus Circle!<br><br>To view this apartment or any other apartment,please contact me to set up ashowing!<br><br><br><br><br><br><br>KW148511","W 51st St",40.7637,7006673,-73.9877,"284b8e633acfa630a43851dd9befb723",2390,"350 W 51st St","low"
"407",1,1,"e9486c64bc22a62cda646cd659fcea4b","2016-04-23 05:30:09","For the best apartment match up, kindly email me what you would like in your ideal new home. To schedule now an exclusive appointment to view this apartment  CALL, TEXT 790-572-3073 or EMAIL kagglemanager@renthop.com <br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","Mulberry Street",40.7252,6916663,-73.9947,"25c47e79395288509330606bca79f6fc",2900,"298 Mulberry Street","low"
"408",2,3,"3c0574a740154806c18bdf1fddd3d966","2016-06-01 06:03:38","Come see this fabulous NO FEE apartment in the historic neighborhood of Chelsea! This apartment is really a dream come true, high ceilings with crown molding throughout make this apartment one of a kind. Hardwood floors run throughout the apartment while custom bathrooms and a custom kitchen make this unit a must see. The kitchen features granite counter tops with full size, stainless steel appliances including a dishwasher, and a built in water purification tap.<br /><br />The master bedroom features 2 closets including a walk in closet. The back patio is an amazing space to get away from the hustle and bustle of the city and a perfect space for summer nights. The unit also has a state of the art Bosch, washer and dryer set up.<br /><br />Don't wait! Come see this fabulous no fee apartment today! Guaranteed to go fast!<br /><br />To view call 449-593-7152 or email kagglemanager@renthop.com<p><a  website_redacted ","W 21st St.",40.7448,7093148,-74.0017,"39af186286605963b1d75543e1492c61",7250,"350 W 21st St.","low"
"409",1,3,"ad67f6181a49bde19218929b401b31b7","2016-06-17 06:07:23","HUGE convertible three bedroom with large outdoor terrace and living space. Stainless steel appliances, hardwood floors, tons of windows.<br /><br />This 24 hour luxury doorman building comes with a rooftop deck, billiards room, movie room, lounge, ping pong table, gym, spa, and more!<br /><br />Beautiful neighborhood right on Wall Street. Conveniently located next to the J,Z,A,C,1,2,3,4,5 subway lines. Next to major retail stores such as Zara, Century 21, Sephora, Aldo and more! Plenty of bars/cafe's/deli's in the area!<br /><br />Contact Matthew to view or further inquire at 949-367-0423 or kagglemanager@renthop.com<p><a  website_redacted ","Wall Street",40.7067,7178166,-74.0101,"9ebb4938732754c8d5f32822ff0219da",3275,"37 Wall Street","low"
"410",1,0,"2787598123c55dbf45b514958909c79c","2016-04-19 05:35:42","Residents have an abundance of wonderful amenities at their fingertips including open floor plans, high ceilings, clean lines, natural wood finishes and top of the line stainless steel appliances. Covering an entire square block, the community features a public park, outdoor terrace/lounge and waterfall, extensive health club and spa along with one of the city's largest indoor private pools.<br /><br />AmenitiesWeekday Complimentary Shuttle to 2nd Ave.Concierge Services by Abigail Michaels Social Programming/Special Tenant Events?River Club Lounge? luxurious waterfront space ?Spot Canine Club? on-siteOn-site Parking Garage available?CLUB 7? Health Club Includes:75 foot Indoor Swimming Pool & SundeckState-of-the-Art Fitness CenterSauna & Steam RoomsYoga, Pilates, Spin and Boxing classes Spa Treatments<br /><br />Located just steps from the Hudson waterfront featuring the Intrepid Museum, Hudson River Parks, Chelsea Piers and nightlife.  One block from New Jersey water ferries as well as subways for local Manhattan travel.  Times square is blocks away and can be reached by the building's private shuttle.  West Side restaurants, shopping, museums are close too.<br /><br />Call Joshua today to schedule a private viewing: (347)kagglemanager@renthop.com<p><a  website_redacted ","W 42nd St",40.761,6895398,-73.999,"8ce0dca957ae00f6870a164ead5081f8",2300,"620 W 42nd St","medium"
"411",1,1,"94f38b7dcb480311aa04984efd4e0439","2016-04-27 06:45:31","This is a Beautiful, Renovated 1 Bedroom!Featuring: beautiful hardwood floors, recessed lighting, granite countertops, stainless steel appliances, cherry wood cabinets, crown and baseboard moldings, with marble bathrooms.<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","E 73 St.",40.7671,6933563,-73.9529,"a9171b0aec2df7c31f96da798343d7ea",2650,"502 E 73 St.","medium"
"412",1,3,"0","2016-04-10 01:22:21","Recently updated 3BR in a charming pre-war building! Apartment features hardwood floors, separate kitchen with stainless appliances including dishwasher, dark wood cabinetry and granite counter tops, pet friendly PLUS on-site super. Close proximity to Columbia University, #1/A/B/C/D trains, shopping and restaurants. Contact exclusive agent for an immediate showing. ** please note $3,575 is the net effective price  you pay $3,900 for 11 months on a 12 month lease ** ","Amsterdam Avenue",40.8112,6850920,-73.958,"74d2e68b5252fb33f940b23dfbec4236",3575,"1274 Amsterdam Avenue","low"
"413",1,0,"b7da472920469aff09a99a75f9de47f8","2016-05-16 02:18:26","This Amazing Studio is Located in the East Village which is a lively neighborhood known for its nightlife and restaurants. Close by  is Saint Mark s Place, which is famous for its many clubs, bars, cafes, and restaurants. The area also boasts Tompkin s Square Park, which has been renovated residents. At this price the unit will not last long! Call Fayth at 449-593-7152 to set up a showing.<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Dani Elison for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ","East 14th Street",40.7306,7018369,-73.9816,"20684742671666a68305ef499143f72b",2400,"422 East 14th Street","low"
"414",1,1,"e4c929bbedec051e047d7861f2465dbf","2016-04-06 06:38:00","This apartment is located in the Heart of the East Village. Close to various dining, entertainment and transportation options. This apartment features: Prime Location, Very Spacious, Natural Light, Beautiful Hardwood Floors, DW, elevator/laundry building.  Contact Nathan 978-329-9727 to schedule a private showing!!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ","East 10th Street",40.7284,6832362,-73.984,"ad87505a08c0526bc5c16796f35443eb",2500,"256 East 10th Street","low"
"415",1,0,"0","2016-05-18 01:20:45","New listing! Spacious studio available in elevator building in the Jackson Heights neighborhood. Apartment features hardwood floor, separate windowed large kitchen, windowed full bathroom, two large closets. Available for immediate move-in.  Please contact Antonia to schedule a viewing today! This phenomenal deal will not last long! ","34th Road",40.7535,7026974,-73.8733,"278241fdf0e908ac3a7f7c4055268c8b",1350,"94-06 34th Road","low"
"416",1,3,"0","2016-06-22 13:51:40","EYE-CATCHING GENEROUS RENO 3BRBEST DEAL!!! IMMACULATE SPACIOUS 3BR AFTER RENOVATION PRIME LOCATED. THIS UNIT FEATURES GREAT CLOSET SPACE, DISHWASHER, GRANITE KITCHEN, STAINLESS STEEL APPLIANCES, RECESS CUSTOM LIGHTING, AND MARBLE BATH. ","EYE-CATCHING GENEROUS RENO 3BR",40.7584,7201932,-73.9904,"b89e62bf8cdc98e9fb8b97d9bc627197",3325,"WEST 43","medium"
"417",1,0,"fa70959130b109cbbea1fc3180c64703","2016-04-16 02:42:16","-THE YORK-Newly renovated studio available at The York, a pristine doorman building located in Midtown South. The building underwent a complete renovation two years ago, revamping the fitness center and common areas. The studio being offered at apartment #2D features:-Gorgeous hardwood floors-Stainless steel appliances (including dishwasher)-LARGE custom closets-Spacious layout-Custom blinds already installed-AC/heat HVAC units Steps to all major transportation.Contact Robert or Louis to view:Robert: 923-940-6747//kagglemanager@renthop.com: 923-940-6747//kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","Seventh Avenue",40.7526,6882119,-73.9898,"fe54b0bc19a2405978a0d39eecd6182d",2300,"488 Seventh Avenue","low"
"418",1,3,"762b38f158cddffdb94943d8823e96de","2016-05-13 02:46:31","Huge Three bedrooms with a kitchen and spacious living roomEverything is newStainless Steel Appliances with a dish washerGlazed hardwood floorsLaundry in the buildingOver 900 square feetExtremely quick applicationVery short stop from transitBEST PART IS NO FEE + ALL UTILITIES INCLUDED<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","First Avenue",40.7862,7005133,-73.9423,"a5bd6bc8ee3438115452b14005105a82",3300,"1952 First Avenue","low"
"419",1,0,"992f5f7a1ee9a5f64d37d5fa4f091fee","2016-05-13 06:12:55","Open plan studio with separate full windowed bathroom. Enjoys lots of natural light and polished wood flooring throughout.THIS SQUARE BLOCK OF landmark buildings offer:>>a large laundry facility for the complex tenants.>>An on-site management office, which is open 7 days a week and houses a package room for the tenant?s convenience. *When the Management office closes for the day, they have a member of staff on call.* <br /><br />Heat IncludedVideo IntercomHot Water Included<br /><br />BUILDING AMENITIESPackage RoomGas IncludedElectric IncludedLive in SuperPets Allowed<br /><br /><p><a  website_redacted ","East 79th Street",40.7701,7008189,-73.9484,"e6472c7237327dd3903b3d6f6a94515a",1725,"542 East 79th Street","medium"
"420",1,0,"15fcf34ec5b951babae725df5fea49e5","2016-04-19 05:54:06","NO FEE!! GREAT STUDIO With: hardwood floors and marble tiled bathroom - dishwasher - stainless steel appliances - sunny view - XL LIVING SPACE - subway is only 5 minutes away.. Close to restaurant, bars and retail stores!! PRIME LOCATION & GREAT DEAL!!<br /><br /><br /><br />NO FEE WHEN YOU RENT WITH MDRN RESIDENTIAL!!<br /><br />I SPECIALIZE IN MURRAY HILL AREA AND I COVER ALL THE NO FEE BUILDINGS. FOR EXCLUSIVE TOUR FEEL FREE TO TEXT EMAIL OR CALL Irvin Ocanto- 944-360-1671 kagglemanager@renthop.com<p><a  website_redacted ","East 27th Street",40.7413,6895938,-73.9809,"50a6b80a34192d1f0ab1ef363a7e0a3e",2300,"207 East 27th Street","high"
"421",2,3,"bcc3ed0f5c24035c060241af9b0aaf59","2016-04-28 02:47:39","Renovated apartment with hardwood floors! 3 bedrooms with 2 marble bathrooms. Lovely granite kitchen with a dishwasher and also has it's own washer & dryer unit. Available for immediate occupancy. Great Upper East Side location. Located near great restaurants, cafes and brunch spots, like Fetch. Steps from the M15 Select Service bus, and a short walk to the 6 train.<br /><br />CALL ME TODAY about setting up an appointment to view this unit and any other units that may fit your needs! Netty Polanco 407-380-5920 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","East 100th Street",40.7862,6935868,-73.944,"277517a143b394a4f404c2e3e34c12ea",3593,"326 East 100th Street","low"
"422",1,1,"f1cc1620481922f7c82d522ac6a92277","2016-04-02 02:59:42","Awesome sunny and spacious one bedroom features new renovation, high ceilings, hardwood floors, queen size bed with good closet space, separate kitchen and new bath.Contact Nathan 978-329-9727 to schedule a private showing!!<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","East 82nd Street",40.7769,6814432,-73.9569,"ad87505a08c0526bc5c16796f35443eb",2150,"151 East 82nd Street","low"
"423",1,3,"0","2016-04-05 03:35:43","Set An Appointment Here:  website_redacted can show you anything that Bohemia has so there is no need to &quot;Agent Hunt&quot;**This is Living!! 3 Bedroom Share that features a separate kitchen, large living room, and 3 Queen Sized Bedooms! What's not to love? Couple that with the amenities around you and you never have to leave Sugar Hill. Come take a peek!THE APARTMENT:Location: 151st and 8th ave-Beatiful Hardwood Floors-Massive Living Room-3 Queen Sized Bedrooms-Lots Of Closet Space-A Separate Kitchen-Dishwasher!!-Plenty Of Cabinet Space(Heat and Hot Water are not included in the rent)THE BUILDING:-Pets OK-Local Amenities: Supermarkets, Great Restaurants(Peque, Hyacinth's Haven and Ponty Bistro to Name a Few), Bars, Cafes, NYSC, Jackie Robinson Park and Rec Center, Steps from 3 Train and Close to A,B,C,D Hub at 145th!!Call or Text Hakim to View: kagglemanager@renthop.com An Appointment Here:  website_redacted have access to EVERYTHING in the Bohemia inventory. So let's find you a great apartment, and along the way i'll show you anything from the perfect Boozy Brunch, to finding a show, to the perfect date night spot. Let's Explore!!","W 151st",40.8267,6824586,-73.9392,"2d36cb7738bcb9b089c8d9b9fff44674",2695,"301 w 151st","low"
"424",1,1,"2c5b6c3cb4445ef3c694f75328ef2ed3","2016-04-25 03:26:55","Beautifully renovated townhouse apartment. This apartment is sun-flooded with a large skylight, and enjoys a fireplace and a washer/dryer. Residents enjoy the amenities of neighboring full service building! Easily the best deal! <br /><br />New York City?s business hub is also a great neighborhood to call home, complete with upscale luxury apartments, numerous attractions, and a thriving atmosphere. Architecture fans will of course notice two preeminent buildings in the area, the Empire State Building and the Chrysler Building further up, while others will enjoy the one-of-a-kind hustle and bustle, but there are plenty of highlights outside of these well-known icons. Murray Hill will afford proximity to work while providing a trove of places to play. The diverse culinary scene ranging from hole-in-the-wall dive bars and pub fare to fine Indian cuisine and modern Asian fusion pairs nicely with the cultural attractions like Rockefeller Center, the NY Public Library, Broadway theaters and numerous music and movie venues. Newcomers to Manhattan and New York veterans alike will find that living in Murray Hill and Midtown exceeds the expectation of what city life should be. While NYC is the center of the world, Murray Hill is truly the center of the Big Apple!<br /><br /><br /><br /><p><a  website_redacted "," E 34th",40.7467,6922673,-73.98,"d4e72926d837c6ca5849c62cead367b4",3595,"127  E 34th","low"
"425",1,3,"0","2016-05-25 18:14:24","HUGE Converted -3BR !!!W 50'S AND 9TH AVE*** NEWLY RENOVATED !!ELEVATOR**LAUNDRY!! LIVE-IN SUPER!MASSIVE APARTMENT!!! ACTUAL PICTURES!!!","E 57th and 9th Ave",40.7679,7067271,-73.9857,"edd073f8dea85637f8b7d589faa7902b",3700,"E 57th and 9th Ave","medium"
"426",1,3,"a0c4ddcced99ef51b9d5bae8b8aca5b9","2016-05-14 05:12:34","        ","Riverside Drive",40.8373,7013108,-73.9466,"8f5a9c893f6d602f4953fcc0b8e6e9b4",3200,"884 Riverside Drive","low"
"427",1,2,"11e1dec9d14b1a9e528386a2504b3afc","2016-06-24 04:22:26","Regal high rise in the Financial District.  Full time doorman, elevator building. State of the art gym, on-site parking, Free brunch every Sunday, furnished roof top.  Laundry in building<br /><br />High floor unit.  Smart floor plan provides for a flex two bedroom unit with plenty of living room space.  Tall ceilings, renovated stainless steel and stone counter top kitchen,  bathroom is bright/clean with plenty of storage.  Great deal! easy and fast approval/application process.  MOVE IN GIFT<br /><br /><br /><br /><p><a  website_redacted ","West St.",40.7053,7208072,-74.0161,"e6472c7237327dd3903b3d6f6a94515a",3100,"1 West St.","low"
"428",1,2,"1135a7317bee5435c4cf1a41bc187555","2016-04-05 03:04:17","A HUGE Washington Heights four bedroom apartment with an eat-in kitchen, hardwood floors throughout, high ceilings all in an elevator building!  You're only one block from the 1 train!  For more info, and to view and rent this or any other available apartment, call/text Ike at 600-139-4731 or email kagglemanager@renthop.com<br /><br /><br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","W 180 Street",40.8486,6824179,-73.9338,"980d0145474cc93d646f78800ad516b9",2095,"561 W 180 Street","low"
"429",1,2,"a56faed4bef68ec9f50ef820298a694b","2016-04-02 05:44:46","Gut renovated, cozy, quiet, East Village, 2 bedroom.The rental has hardwood floors and large windows.The unit comes with heat/hot and water included. The rental has a nearby laundromat.For eating in, the eat-in kitchen was gut renovated and has new countertops, a window that opens, tile floors, and a kitchenette layout. You'll find a compact refrigerator, a gas range, a dishwasher, and a gas oven.The bedrooms have hardwood flooring, good storage, and a window that opens. You should have room for a queen sized bed in the first bedroom and a full size bed on the second bedroom. Inside the bathroom you'll find good storage, a standard shower, and a standard tub.It's rare in NYC, at this price range, to find a building that's well maintained. This building is exactly that. It's worth noting the building features a front door buzzer, a great super, a part-time doorman, clean and lighted hallways, and parking on street.For an immediate showing and any additional questions, please message me, thanks.J.B.D<br /><br /><p><a  website_redacted ","East 11th Street",40.7272,6816182,-73.9787,"9cbfa7a31ae9dfba70b4383636d99788",2400,"629 East 11th Street","low"
"430",1,3,"526e62c44013eeb99c919c2bddb79467","2016-05-05 02:12:04","A detailed description is coming soon. Please contact your Highline Residential agent with any questions.","Ocean Ave",40.6126,6966544,-73.9543,"7c9334a9835dfdfc303a9775140f3d4a",2100,"2010 Ocean Ave","high"
"431",1,2,"0021440c04241281a436ec21accc40b1","2016-05-04 17:51:47","597 Tenth Ave.                                                                         $3195(btw. W 43rd St.-W 44th St.)Midtown West2 bed, 1 bathApartment Features: Decorative Fireplace/ High CeilingsKitchens w/ Granite Counter Tops & Stainless Steel AppliancesLarge ClosetsLocated in Manhattan's exciting Midtown West. Convenient access to restaurants, bars, theater, Hudson River Park and major Express Subway stations. ","597 Tenth Ave. (btw. W 43rd St.-W 44th St.)",40.7606,6965334,-73.9951,"79043887df9d409475245ca4fc3bfabe",3195,"597 Tenth Ave. 2S  W43-w44","low"
"432",1,0,"8dbdafdf2f5f3ac31ecd0c41c6858669","2016-05-23 02:10:08","Spectacular building on Park Ave South in the heart of Manhattan. This is one of the most iconic new developments in the city with a design that is unique in every way. The apartment have big windows and great light. The kitchen is a beautiful marble and stainless steel design and the bath are stunning.. This building has some of the best first class amenities in the city including a state of the art gym, pool and lounge. Area have a vibrant downtown energy with world class restaurants, parks shopping and transportation. Contact me today to see this amazing apartment or any other apartments. kagglemanager@renthop.com 934-114-8804<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Ana A. Prickett Braunstein for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ","East 28th Street",40.7437,7054238,-73.9851,"5b6ebd3a3670f7904c415b48b52388fe",3585,"50 East 28th Street","low"
"433",1,2,"0","2016-04-13 05:11:26","Luxury New 1/1 w/balcony","Stockholm Street",40.698,6866700,-73.9243,"62826f3ae01f2ddc93b9cd28c659ab2b",3100,"113 Stockholm Street","low"
"434",1,0,"2c9983f7dff57cc35c5091b80d8639e9","2016-04-14 04:13:55","Charming and spacious Studio renovated with Exposed Brick wall and Fireplace. Great layout allows for easy division of dining area from living / sleeping spaces<br /><br />Beautiful Townhouse building<br /><br />Less than a block to Central Park<br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","W 84 Street",40.7844,6872178,-73.9708,"ea38abfa422bf1c390dd6f2a7bfb3777",2100,"7 W 84 Street","low"
"435",1,1,"a12ba0a062453d81074b8931769d6d0e","2016-06-14 12:55:53","Penthouse apartment with open park views and lots of natural light. Functional wood-burning fireplace.Soaring 11 ft ceilings and gorgeous hardwood floors. FREE Central heat / air conditioning . Steps from Central Park and Columbus circle in one of New York?s finest luxury doorman buildings. <br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","W 58 Street",40.7658,7158287,-73.9781,"5546ad6e8ea7f292696bec3c1c0ccb2d",3975,"145 W 58 Street","low"
"436",1,1,"5797a0bd0f601e4eef88883697ee7747","2016-06-22 01:02:38","!! Washer & Dryer IN Unit!!<br/>Advertised Rent is NET Rent, because this apartment comes with One Free Month on a 13 Month Lease.<br/>You will pay $1650 per Month and a $1650 Security Deposit.<br/><br/>Neighborhood<br/>Flatlands is a neighborhood in the southeast part of the borough of Brooklyn in New York City. The area is part of Brooklyn Community Board 18. Originally an independent town, Flatlands became part of the City of Brooklyn in 1896. [ website_redacted Multi-family building is located around the corner from Fraser Square, where Kings Highway intersects with Avenue M. Quiet building with four units and only one adjoining building, resulting in nice exposure to sunlight at every floor. Walking distance from Mount Sinai Brooklyn Hospital and a block away from the shops and Supermarket of Avenue N on Flatlands Avenue. The B7 / B82 bus stop is half a block away. New Medical facility being constructed near-by. Walking-score 91.<br/><br/>Apartment<br/>1BR/1BA - $1,650.00/Month – No Fee<br/>Large living room on the second floor of the building, one flight up. Large bedroom, easily fits a Queens size bed. Separate kitchen with new appliances. Washer & Dryer in the unit!While every effort has been made to ensure that the information regarding this listing is accurate and up to  date, we cannot guarantee or warrant the accuracy or completeness of the information provided. The information contained herein has been obtained through sources deemed reliable. Any information of special interest should be obtained through independent verification. ALL MEASUREMENTS ARE APPROXIMATE. This listing is subject to errors, omissions, change of price, rental or other conditions, prior sale, lease or financing, or withdrawal without notice.","1479 East 34th Street",40.6189,7196366,-73.9412,"c60b928fa533bfe6108da254c47af77c",1524,"1479 East 34th Street","medium"
"437",1,1,"0","2016-06-26 03:20:22","Location: Seaman Ave at Cumming StreetLive next door to Inwood Hill Park in this nicely priced west of Broadway 1bedroom in a well-kept elevator/laundry building. A Express and 1 Train service nearby, Saturday Farmer's Market!Call or text (846-669-1742 to have a look or email at kagglemanager@renthop.com Apartment:-Spacious Old New York Layout-High Ceilings-Inlaid Wood Floors-Deep Closets-Elevator and Laundry!-Live In Super-No Dogs :(The Neighborhood:-A and 1 Trains Nearby-Inwood Hill, Fort Tryon and Isham Parks-Saturday Farmer's Market, CTown, Associated-Eat/Drink (Beans and Vines, Mama Sushi, Fort Tryon Public House, La Marina, Grandpa's Pizza)-NY Public Library-US Post OfficeI've been an Uptown resident for over a decade, let me help you make that perfect apartment MATCH!. Call or Text MICHAEL : (846-669-1742 or email at kagglemanager@renthop.com MUST have good credit and solid income to qualify - guarantors happily accepted.","Seaman Avenue",40.8668,7218588,-73.9277,"07c511151921e268b260a2bc96399704",1850,"20 Seaman Avenue","low"
"438",2,3,"0","2016-04-27 06:04:28","Unique rental residence, located in Midtown West, few blocks from Central Park. This is a true 3 bedroom, 2 full bathrooms NO FEE apartment. High floor apartment offering spectacular city views from your panoramic windows, which are over 7' wide, UV coated, and soundproofed. The apartment is complete with condo-quality finishes. Brazilian cherry wood floors trough out the apartment well known for their durability and beauty. Chef open, pass-through kitchen with stainless steel appliances by Jenn Air, Caeser Stone quartz countertops, stain and crack resistant, fixtures by Kohler and Waterworks. Bathrooms boast limestone floors, white glass tiles, mahogany vanities with marble tops, custom medicine cabinets, Kohler fixtures, and accessories by Waterworks. Luxury building with 24 hours doorman, roof deck, gym, storage etc. Located close to Central Park and Columbus Circle, easy subway access<br /><br />Call or text KOSTA at 351-498-9097 or email at kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","West 53rd Street",40.7644,6932335,-73.985,"523e34563b51f2fdefbe8a1403a3c307",4850,"301 West 53rd Street","medium"
"439",1,1,"7384f795f8a5f0393803341698649ce1","2016-05-29 15:46:22","* UPPER WEST * LARGE 1 BED * HIGH CEILING *Large and sunny apartment in trendy Upper West Side. Lots of closets, big windows, on 69 Str, block to Central Park West, block to subway.Apartment features high ceiling, separate kitchen, large bedroom great closet space.Close to Central Park, transportation, restaurants, shops and much more.Contact Tiziana for your exclusive showing.","w 69",40.776,7082719,-73.9808,"12c3a2f5c3299f3e3a26c192f52e61ad",2875,"119 w 69","high"
"440",1,1,"55351e3f3524ddc8f6dfda85179f48d4","2016-04-13 03:13:25","Great 1 Bedroom located in the classic UES neighborhood. Great dining, shopping, and transportation options. A beautiful pre-war building with elevator/laundry on a tree-lined block, this apartment features a renovated separate kitchen with white wood cabinets, a subway-tiled bathroom, LOTS of windows and light, Beautiful hardwood floor. A great deal on the Upper East! Contact Nathan 978-329-9727 to schedule a private showing!!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ","E 88th St.",40.7768,6864980,-73.9457,"ad87505a08c0526bc5c16796f35443eb",2250,"506 E 88th St.","low"
"441",1,0,"2c9983f7dff57cc35c5091b80d8639e9","2016-04-04 12:33:59","Upper West Side gem. Huge sunny studio in charming true townhouse. Huge main room. High ceilings.Huge windows overlooking beautiful garden. Exposed brick. Large kitchen with stainless steel appliances. Windowed bath. On beautiful and quiet tree line block. Steps to Central Park, subways, Barney Greengrass, Zabars, Museum of Natural History, Farmer""s Market and much more.","West 84th St and Central Park West",40.7844,6822189,-73.9708,"ae50fcf3d3c0bba6a5569dc000f27b25",2150,"7 West 84th St","medium"
